3Ltr,Company,Country,Telephony,FriendlyName
SBD,SIBIA LTD,RUSSIAN FEDERATION,SIBIA,Sibia
SBE,"WORLD CLASS JET, LLC",UNITED STATES,STARBASE,World Class Jet
SBF,"SEVEN BAR FLYING SERVICE, INC. (ALBUQUERQUE, NM)",UNITED STATES,S-BAR,SevenBar Aviation
SBG,"SABRE, INC. (SOUTHLAKE, TX)",UNITED STATES,,Sabre
SBH,"AEROSAAB, S.A. DE C.V.",MEXICO,AEROSAAB,Aerosaab
SBI,SIBERIA AIRLINES,RUSSIAN FEDERATION,SIBERIAN AIRLINES,S7 Airlines
SBJ,TRANS SAHARA AIR LTD,NIGERIA,TRANS SAHARA,Trans Sahara Air
SBK,BLUE SKY AVIATION SERVICES LTD,KENYA,MAWINGU,Blue Sky Aviation Services
SBL,SKY BIRD AIRLINES,EGYPT,SKY BIRD,Sky Bird Airlines
SBM,SKY BAHAMAS,BAHAMAS,TROPICAL SKY,Sky Bahamas
SBN,SKYBOSNIA D.O.O.,BOSNIA AND HERZEGOVINA,SKYBOSNIA,Skybosnia
SBO,STABO AIR LIMITED,ZAMBIA,STABAIR,Stabo Air
SBP,SHAHIN BALL PARVAZ,IRAN (ISLAMIC REPUBLIC OF),SHAHIN BALL,Shahin Ball Parvaz
SBQ,SMITHKLINE BEACHAM CLINICAL LABS,UNITED STATES,SKIBBLE,SmithKline Beecham Clinical Labs
SBR,"SABER AVIATION INC. (CHARLOTTE, NC)",UNITED STATES,FREIGHTER,Saber Aviation
SBS,"SEABORNE AIRLINES (CHRISTIANSTED, USVI)",UNITED STATES,SEABORNE,Seaborne Airlines
SBT,TAFTAN AIRLINES,IRAN (ISLAMIC REPUBLIC OF),TAFTAN,Taftan Airlines
SBU,SAINT BARTH COMMUTER,FRANCE,BLACK FIN,Saint Barth Commuter
SBV,SKYBLUE AVIATION LTD,UNITED KINGDOM,RIPPLE,Skyblue Aviation
SCA,SIERRA CHARLIE AVIATION,UNITED STATES,AVIATOR,Sierra Charlie Aviation
SCB,SAO PAULO AIR TRANSPORTS LTDA,BRAZIL,SP CARGO,Sao Paulo Air Transports
SCC,"SEACOAST AIRLINES, INC. (CLEARWATER, FL)",UNITED STATES,SEA-COASTER,SeaCoast Airlines
SCD,ASSOCIATED AVIATION LIMITED,NIGERIA,ASSOCIATED,Associated Aviation
SCE,"SCENIC AIRLINES, INC. (N. LOS VEGAS, NV)",UNITED STATES,SCENIC,Grand Canyon Scenic Airlines
SCF,"SOCOFER, LDA",ANGOLA,SOCOFER,Socofer
SCG,"SERVICIOS AEREOS COSTA CALIDA, S.L.",SPAIN,COSTA CALIDA,Servicios Aereos Costa Calida
SCH,SEYCHELLES AIRLINES PTY LTD,SEYCHELLES,OCEAN BIRD,Seychelles Airlines
SCI,SERVICIOS AEREOS SAN CRISTOBAL,MEXICO,SAN CRISTOBAL,Servicios Aereos San Cristobal
SCJ,"GRAN-AIRE, INC. DBA SPRING CITY AVIATION EAST, LLC",UNITED STATES,SPRING CITY,Spring City Aviation East
SCK,SKY CAM,FRANCE,SKYCAM,Sky Cam
SCL,SHELL CANADA,CANADA,SHELL CANADA,Shell Canada
SCM,"AMERICAN JET INTERNATIONAL CORP. (HOUSTON, TX)",UNITED STATES,SCREAMER,American Jet International
SCN,"TWC AVIATION, INC.",UNITED STATES,SILICON,TWC Aviation
SCO,AIR CHARTER SCOTLAND EUROPE LTD,MALTA,BRAVEHEART,Air Charter Scotland Europe
SCP,HELICOPTER.PL S.A.,POLAND,SKY COPTER,Helicopter PL
SCQ,OSM AVIATION ACADEMY AB,SWEDEN,SCAVAC,OSM Aviation Academy
SCR,"SILVER CLOUD AIR GMBH, SCHIFFERSTADT",GERMANY,SILVER CLOUD,Silver Cloud Air
SCS,CHARTERS (SOUTH AFRICAN NON SCHEDULED AIRWAYS (PTY) LTD),SOUTH AFRICA,SOUTHERN CHARTERS,South African Non Scheduled Airways
SCT,SAAB-AIRCRAFT AB,SWEDEN,SAAB-CRAFT,SAAB-Aircraft
SCU,"SPARTAN EDUCATION, LLC DBA SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY",UNITED STATES,SKELLY,Spartan College of Aeronautics and Technology
SCW,SKYWEST CHARTER,UNITED STATES,CHARTER WEST,SkyWest Charter
SCX,"MN AIRLINES, LLC, D/B/A SUN COUNTRY AIRLINES (MENDOTA HEIGHTS, MN)",UNITED STATES,SUN COUNTRY,Sun Country Airlines
SCY,SCD AVIATION,GABON,,Scd Aviation
SDA,SOGDIANA,TAJIKISTAN,,Sounds Air
SDB,"SHORELINE AVIATION, LLC (OXFORD, CT)",UNITED STATES,SHORE AIR,Shoreline Aviation
SDC,"SUNRISE AIRLINES (PAGE, AZ)",UNITED STATES,SUNDANCE,Sunrise Airlines
SDD,"R I C INC., D/B/A SKYMASTER AIR TAXI (LACONIA, NH)",UNITED STATES,SKY DANCE,Skymaster Air Taxi
SDE,AIR PARTNERS CORP.,CANADA,STAMPEDE,Air Partners Corp
SDF,SUNRISE AIRWAYS (DOMINICA) LIMITED,ANTIGUA AND BARBUDA,SUNFLY,Sunrise Airways
SDG,"STAR AIR, M/S GHODAWAT ENTERPRISES PVT. LTD.",INDIA,HI STAR,Star Air
SDI,"SERVICIOS DINAMICOS DE AVIACION, S.A. DE C.V.",MEXICO,SERVI DINAMIC,Servicios Dinamicos De Aviacion
SDK,SOCIEDAD AEREA DEL CAQUETA LTDA,COLOMBIA,SADELCA,SADELCA
SDL,SKYDRIFT LTD,UNITED KINGDOM,SKYDRIFT,Skydrift
SDM,"ROSSIYA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,ROSSIYA,Rossiya
SDN,SPIRIT OF AFRICA AIRLINES,SUDAN,BLUE NILE,Spirit of Africa Airlines
SDO,"AEROLINEAS SANTO DOMINGO, S.A.",DOMINICAN REPUBLIC,AERO DOMINGO,Air Santo Domingo
SDP,SAMA AIRLINE,YEMEN,MAEEN,Sama Airline
SDQ,"SERVICIO Y MANTENIMIENTO TECNICO DQ, S.A. DE C.V.",MEXICO,MEXTECNICO,Servicio Y Mantenimiento Tecnico
SDR,SUNDAIR GMBH,GERMANY,SUNDAIR,Sundair
SDS,CAA TRAINING STANDARDS,UNITED KINGDOM,STANDARDS,United Kingdom Civil Aviation Authority
SDT,"SERVICIOS AEREOS DEL ATLANTICO, S.L.",SPAIN,SADAT,Servicios Aereos Del Atlantico
SDU,"DUMONT AIRCRAFT CHARTER, LLC",UNITED STATES,SANTOS,Dumont Aircraft Charter
SDV,SERVICIOS AEREOS DEL VAUPES LTDA.,COLOMBIA,SELVA,Servicios Aereos Del Vaupes
SDX,"SERVICIO TECNICO AERO DE MEXICO, S.A. DE C.V.",MEXICO,SERVICIO TECNICO,Servicio Tecnico Aero De Mexico
SDY,"ISLAND EXPRESS (FT. LAUDERDALE, FL)",UNITED STATES,SANDY ISLE,Island Express
SDZ,SUDAN PEZETEL FOR AVIATION,SUDAN,SUDANA,Sudan Pezetel for Aviation
SEA,"SOUTHEAST AIR, INC. (NEW BEDFORD, MA)",UNITED STATES,SOUTHEAST AIR,Southeast Air
SEB,EUROAVIA AIRLINES,CYPRUS,EURO AVIA,Euroavia Airlines
SEC,"3D AVIATION, INC. (HELENA, MT)",UNITED STATES,SECUREX,3D Aviation
SED,"SEDONA AIR CENTER (WEST SEDONA, AZ)",UNITED STATES,SEDONA AIR,Sedona Air Center
SEE,PEREGRINE AERIAL SURVEYS INC.,CANADA,SEEKER,Peregrine Aerial Surveys
SEH,SKY EXPRESS S.A.,GREECE,AIR CRETE,Sky Express
SEI,"TRANSPORTES AEREOS SIERRA MADRE, S.A. DE C.V.",MEXICO,TRANSPORTE SIERRA,Transportes Aereos Sierra Madre
SEJ,SPICEJET,INDIA,SPICEJET,Spicejet
SEK,STAR EAST AIRLINE,ROMANIA,EAST RIDER,Star East Airline
SEL,"SENTEL CORPORATION (NEWPORT NEWS, VA)",UNITED STATES,SENTEL,Sentel Corporation
SEM,"CAPE CENTRAL AIRWAYS, INC. (CAPE GIRARDEAU, MO)",UNITED STATES,SEMO,Cape Central Airways
SEN,SENOR AIR,MEXICO,SENIOR AIR,Senor Air
SEO,SELCON AIRLINES LTD,NIGERIA,SELCON AIR,Selcon Airlines
SEP,SERENE AIR,PAKISTAN,SERENE,Serene Air
SER,SENTRA AIRWAYS,UNITED KINGDOM,MANTIS,Aero California
SES,"SERVICIO AEREO SALTILLO, S.A. DE C.V.",MEXICO,SERVISAL,Servicio Aereo Saltillo
SET,SOLENTA AVIATION (PTY) LTD,SOUTH AFRICA,SOLENTA,Solenta Aviation
SEU,SKYUP MT,MALTA,SKY MALTA,Skyup Mt
SEV,"SERAIR TRANSWORLD PRESS, S.L.",SPAIN,CARGOPRESS,Serair Transworld Press
SEW,SKYWARD EXPRESS,KENYA,SKYWARD EXPRESS,Skyward Airlines
SEY,AIR SEYCHELLES,SEYCHELLES,SEYCHELLES,Air Seychelles
SFB,HIS MAJESTY THE SULTAN'S FLIGHT,BRUNEI DARUSSALAM,,His Majesty The Sultan's Flight
SFD,SPEED FLY,SPAIN,DRACO,Speed Fly
SFE,TRAVIS COUNTY EMS,UNITED STATES,STAR FLIGHT,Travis County Ems
SFF,"SAFEWING AVIATION COMPANY, INC. (KANSAS CITY, MO)",UNITED STATES,SWIFTWING,Safewings Aviation Company
SFG,SPREE FLUG LUFTFAHRT GMBH,GERMANY,COLORSKY,Spree Flug
SFH,"NORTH AMERICAN JET CHARTER GROUP, LLC (WHEELING, IL)",UNITED STATES,STARFISH,North American Jet Charter Group
SFI,"THE SKY, INC.",REPUBLIC OF KOREA,SPACE STAR,The Sky
SFJ,STAR FLYER INC,JAPAN,STARFLYER,StarFlyer
SFL,SWIFT AIR,BAHRAIN,SWIFTLINE,Swift Air
SFM,A-SAFAR AIR SERVICES LIMITED,NIGERIA,AIR SAFAR,A-Safar Air Services
SFN,SAFIRAN AIRLINES,IRAN (ISLAMIC REPUBLIC OF),SAFIRAN,Safiran Airlines
SFR,SAFAIR (PTY.) LTD,SOUTH AFRICA,CARGO,FlySafair
SFS,SWISS FLIGHT SERVICES,SWITZERLAND,TOPO,Swiss Flight Services
SFT,"SKYFREIGHT, INC. (SEATTLE, WA)",UNITED STATES,SKYFREIGHT,Skyfreight
SFU,SOLENT FLIGHT LIMITED,UNITED KINGDOM,SAINTS,Solent Flight
SFV,"SAFE SERVICIOS AEREOS, S.A. DE C.V.",MEXICO,SAFE SERVICIOS,Safe Servicios Aereos
SFW,SAFI AIRWAYS,AFGHANISTAN,SAFI AIRWAYS,Safi Airways
SFX,SPORTSMAN'S LLC. / SWAMP FOX LLC.,UNITED STATES,SWAMP FOX,S & K Logistics
SFY,"SKYBORNE AIRLINE ACADEMY, INC.",UNITED STATES,SKY FLITE,Skyborne Airline Academy
SGA,"SKY GUARD, LLC",UZBEKISTAN,SKY GUARD,SkyGuard
SGB,"SKY KING, INC. (SACRAMENTO, CA)",UNITED STATES,SONGBIRD,Sky King
SGC,SPEC ENERGY,SAN MARINO,SPEC WINGS,Spec Energy
SGD,"SOUTH EAST ASIAN AIRLINES (SEAIR) INTERNATIONAL, INC.",PHILIPPINES,AIR BLUE,SEair International
SGH,SERVISAIR LTD.,UNITED KINGDOM,SERVISAIR,Servisair
SGL,7STAR GLOBAL AIRLINES LIMITED,NIGERIA,STAR WINGS,7star Global Airlines Limited
SGO,ADMIRAL BEVERAGE CORPORATION,UNITED STATES,SPEEDGOAT,Admiral Beverage Corporation
SGP,SAGOLAIR TRANSPORTES EJECUTIVOS S.L.,SPAIN,SAGOLAIR,Sagolair Transportes Ejecutivos
SGQ,SAUDIGULF AIRLINES,SAUDI ARABIA,SAUDI GOLD,Saudigulf Airlines
SGT,STARGATE AVIATION CC,SOUTH AFRICA,STARGATE,Stargate Aviation
SGU,SOL DEL PARAGUAY LINEAS AEREAS S.A.,PARAGUAY,SOLPARAGUAYO,Sol Del Paraguay Lineas Aereas
SGX,TRI-STATE JET CHARTER (DBA: SLATE AVIATION),UNITED STATES,SLATE GLOBAL,Slate Aviation
SHA,SHREE AIRLINES,NEPAL,SHREE-AIR,Shree Airlines
SHC,"SKY HARBOR AIR SERVICE INC. (CHEYENNE, WY)",UNITED STATES,SKY HARBOR CHEYENNE,Sky Harbor Air Service
SHD,SAHARA AIRLINES,ALGERIA,,Sahara Airlines
SHF,SUPPORT HELICOPTER FORCE,UNITED KINGDOM,VORTEX,Support Helicopter Force
SHG,SHOPRITE GROUP LTD,UNITED KINGDOM,SHOP AIR,Shoprite Group
SHH,SKY HIGH AVIATION SERVICES DOMINICANA,DOMINICAN REPUBLIC,SKY DOMENICANA,SKYhigh Dominicana
SHI,SEPEHRAN AIRLINES,IRAN (ISLAMIC REPUBLIC OF),SHIRAZI,Sepehran Airlines
SHJ,SHARJAH RULER'S FLIGHT,UNITED ARAB EMIRATES,SHARJAH,Sharjah Ruler's Flight
SHK,SHARP INC.,REPUBLIC OF KOREA,,Sharp
SHL,SAMSON AVIATION LTD,UNITED KINGDOM,SAMSON,Samson Aviation
SHM,SHELTAM AVIATION CC,SOUTH AFRICA,SHELTAM,Sheltam Aviation
SHN,SHAHEEN AIRPORT SERVICES,PAKISTAN,SUGAR ALFA,Shaheen Airport Services
SHO,SHEREMETYEVO-CARGO,RUSSIAN FEDERATION,,Sheremetyevo Cargo
SHP,SAF HELICOPTERES,FRANCE,SAF,SAF Helicopteres
SHQ,SHANGHAI AIRLINES CARGO INTERNATIONAL COMPANY,CHINA,SHANGHAI CARGO,Shanghai Airlines Cargo
SHS,SHIRAK AVIA LLC,ARMENIA,SHIRAK,Shirak Avia
SHT,BRITISH AIRWAYS SHUTTLE,UNITED KINGDOM,SHUTTLE,British Airways Shuttle
SHU,AURORA AIRLINES,RUSSIAN FEDERATION,AURORA,Aurora
SHV,"SHAVANO AIR, INC. (PONCHA SPRINGS, CO)",UNITED STATES,SHAVANO,Shavano Air
SHW,KN HELICOPTERS A/S,DENMARK,SHADOW,Kn Helicopters
SHX,SLIM AVIATION SERVICES LIMITED,NIGERIA,SLIM AIR,Slim Aviation Services
SHZ,"AIRSHARES ELITE (ATLANTA, GA)",UNITED STATES,ELITE SHARES,Airshares Elite
SIA,SINGAPORE AIRLINES LIMITED,SINGAPORE,SINGAPORE,Singapore Airlines
SIB,SEA AIR LTD.,SLOVENIA,SEA AIR,Sea Air
SIC,"SFS AVIATION CO., LTD",THAILAND,SICHART,SFS Aviation
SID,SIDERAL LINHAS AEREAS LTDA.,BRAZIL,SIDERAL,Sideral Linhas Aereas
SIE,"SIERRA EXPRESS (RENO, NV)",UNITED STATES,SEREX,Sierra Express
SIF,AIR SIAL LTD,PAKISTAN,AIR SIAL,AirSial
SIG,SIGNATURE FLIGHT SUPPORT LTD,UNITED KINGDOM,,Signature Flight Support
SIH,SKYROADS AVIATION LLC,UNITED STATES,SKY ROADS,Skyroads Aviation
SIJ,SECO INTERNATIONAL INC.,JAPAN,,Seco International
SIL,"SILVER AIRWAYS CORP. (FORT LAUDERDALE, FL)",UNITED STATES,SILVER WINGS,Silver Airways
SIO,SIRIO S.P.A.,ITALY,SIRIO,Sirio
SIQ,ATMOSPHERIC RESEARCH BOULDER,UNITED STATES,SCIENCE QUEST,National Center for Atmospheric Research
SIR,"SALAIR, INC. (SEATTLE, WA)",UNITED STATES,SALAIR,Salair
SIS,"SCOTT AVIATION, LLC (FRESNO, CA)",UNITED STATES,SILVERSPEED,Silver Air
SIT,SITA - SOCIETE INTERNATIONALE DE TELECOMMUNICATIONS AERONAUTIQUES,BELGIUM,,SITA
SIU,SIRIUS AIRLINES,REPUBLIC OF KOREA,SIRIUS,Sirius Airlines
SIV,SOLENTA AVIATION - CI,COTE D'IVOIRE,SOLENT-IVOIRE,Solenta Aviation
SIX,"SIXT RENTA CAR, LLC",UNITED STATES,DRIVE ORANGE,Sixt Rent A Car
SIY,EXECUTIVE AVIATION CORPORATION,UNITED STATES,SERENITY,Executive Aviation Corporation
SIZ,"AERO SILZA, S.A. DE C.V.",MEXICO,AEROSILZA,Aero Silza
SJA,"SAWYER AVIATION, LLC",UNITED STATES,SAWYER,Sawyer Aviation
SJB,SKS AIRWAYS,MALAYSIA,SOUTHERN TIGER,SKS Airways
SJC,"SERVICIOS EJECUTIVOS CONTINENTAL, S.A. DE C.V.",MEXICO,SERVIEJECUTIVO,Servicios Ejecutivos Continental
SJD,"SINO JET CO., LTD.",CHINA,AIR SINO,Sino Jet
SJE,"SUN AIR JETS (MCCLELLAN, CA)",UNITED STATES,SUN JOURNEY,Sun Air Jets
SJF,FLY SKYJET,NIGER,HARMATTAN,Fly Skyjet
SJG,ALG GROUP LLC,UNITED STATES,SUMMER JET,Alg Group
SJI,SMART JET INTERNATIONAL SP. Z O.O.,POLAND,RHINO,Smart Jet International
SJJ,"SPIRIT JETS, LLC (CHESTERFIELD, MO)",UNITED STATES,SPIRIT JET,Spirit Aviation
SJK,"NUSANTARA AIR CHARTER, PT.",INDONESIA,NUSANTARA,Nusantara Air Charter
SJL,SKYJET,KYRGYZSTAN,KAMILA,Skyjet
SJM,SINO JET MANAGEMENT LTD,CHINA,SINO SKY,Sino Jet Management
SJN,"RUGBY AVIATION, LLC DBA SAN JUAN AIRLINES",UNITED STATES,SAN JUAN,San Juan Airlines
SJO,"SPRING JAPAN CO., LTD.",JAPAN,JEY SPRING,Spring Japan
SJS,"SKYJETS & SUPPORT, S.A. DE C.V.",MEXICO,JET PORT,Skyjets & Support
SJT,ASAJET AIRLINES,IRAN (ISLAMIC REPUBLIC OF),ASAJET AIRLINES,Asajet Airlines
SJU,SKY JET,UGANDA,,Sky Jet
SJV,PT. SUPER AIR JET,INDONESIA,PROSPER,Super Air Jet
SJX,"STARLUX AIRLINES CO., LTD",CHINA,STARWALKER,STARLUX
SJY,"SRIWIJAYA AIR, PT.",INDONESIA,SRIWIJAYA,Sriwijaya Air
SKA,PREMIER AVIATION GROUP LTD D/B/A SKYLAN AIRWAYS,JAMAICA,SKYLAN AIRWAYS,Premier Aviation Group
SKB,"SKYBUS AIRLINES, INC. (COLUMBUS, OH)",UNITED STATES,SKYBUS,Skybus Airlines
SKC,SKYMASTER AIR LINES LTDA,BRAZIL,SKYMASTER AIR,Skymaster Airlines
SKD,"SKY HARBOR AIR SERVICE, INC. (OMAHA, NE)",UNITED STATES,SKY DAWG,Sky Harbor Air Service
SKE,"SKY TOURS, INC. (PORT CLINTON, OH)",UNITED STATES,SKYISLE,Sky Tours
SKF,"SKYCRAFT, INC. (SEATTLE, WA)",UNITED STATES,SKYCRAFT,Skycraft
SKG,SKY GABON,GABON,SKY GABON,Sky Gabon
SKH,BRITISH SKY BROADCASTING LTD,UNITED KINGDOM,SKYNEWS,British Sky Broadcasting
SKI,SKYKING LTD,UNITED KINGDOM,SKYKING,Skyking
SKJ,SKY NET AIRLINE,ARMENIA,SKYNET AIR,Sky Net Airline
SKK,ASKY,TOGO,ASKY AIRLINE,ASKY Airlines
SKL,SKYCHARTER (MALTON) LIMITED,CANADA,SKYCHARTER,Skycharter
SKM,"FAYETTEVILLE FLYING SERVICE AND SCHEDULED SKYWAYS SYSTEM (FAYETTEVILLE, AR)",UNITED STATES,SKYTEM,Fayetteville Flying Service and Scheduled Skyways System
SKN,"SKYLINE AVIATION SERVICES, INC. (BEAVER FALLS, PA)",UNITED STATES,SKYLINER,Skyline Aviation Services
SKO,SCOTTISH AIRWAYS FLYERS LTD,UNITED KINGDOM,SKYWORK,Scottish Airways Flyers
SKP,SKYTRANS PTY LTD T/A SKYTRANS AIRLINES,AUSTRALIA,SKYTRANS,Skytrans
SKQ,"LABCORP, INC. (BURLINGTON, NC)",UNITED STATES,SKYLAB,Labcorp
SKR,SKYSCAPES AIR CHARTERS,SOUTH AFRICA,SKYSCAPES,Skyscapes Air Charters
SKS,SKY LINK AVIATION SERVICES,PAKISTAN,,Sky Link Aviation Services
SKT,"AERO SKYTROPIC, S.A.",PANAMA,SKYTROPIC,Aero Skytropic
SKU,SKY SERVICE,CHILE,AEROSKY,Sky Airline
SKV,SKYSIDE GMBH,AUSTRIA,SKY SIDE,Skyside
SKW,"SKY WEST AVIATION, INC. (ST. GEORGE, UT)",UNITED STATES,SKYWEST,SkyWest Airlines
SKX,SKY AIRLINE PERU S.A.C.,PERU,SKY PERU,Sky Airline Peru
SKY,SKYMARK AIRLINES INC.,JAPAN,SKYMARK,Skymark Airlines
SKZ,"SKYWAY ENTERPRISES, INC. (KISSIMMEE, FL)",UNITED STATES,SKYWAY-INC,Skyway Enterprises
SLB,SLOK AIR LIMITED,NIGERIA,SLOK AIR,Slok Air
SLC,SERVICES AERIENS LATINO-AMERICAINS D/B/A SALSA S.A.,HAITI,SALSA,Services Aeriens Latino Americains
SLD,SILVER AIR LTD,CZECHIA,SILVERLINE,Silver Air
SLE,STREAMLINE NAC,SOUTH AFRICA,SLIPSTREAM,Streamline
SLF,SKYLINE AIRLINES,KYRGYZSTAN,KYRGYZ EAGLE,Skyline Airlines
SLG,SASKATCHEWAN GOVERNMENT AIR AMBULANCE SERVICE,CANADA,LIFEGUARD,Saskatchewan Government Air Ambulance Service
SLH,"SILVERHAWK AVIATION, INC. (SEWARD, NE)",UNITED STATES,SILVERHAWK,Silverhawk Aviation
SLI,"AEROLITORAL, S.A. DE C.V.",MEXICO,COSTERA,Aerolitoral
SLJ,SLAM LAVORI AEREI S.R.L.,ITALY,SLAMAIR,Slam Lavori Aerei
SLK,SILKAIR (SINGAPORE) PTE LTD,SINGAPORE,SILKAIR,SilkAir
SLL,SKYLINK AVIATION LIMITED,KENYA,,Skylink Aviation Limited
SLM,SURINAAMSE LUCHTVAART MAATSCHAPPIJ N.V.,SURINAME,SURINAM,Surinam Airways
SLN,SLOANE HELICOPTERS,UNITED KINGDOM,SLOANE,Sloane Helicopters
SLO,"EDGARTOWN AIR, INC. (EDGARTOWN, MA)",UNITED STATES,SLOW,Edgartown Air
SLP,SALPA AVIATION CO. LTD. (SUDAN),SUDAN,SALPA,Salpa Aviation
SLQ,SKYLINK EXPRESS INC,CANADA,SKYLINK,SkyLink Express
SLR,SILVESTONE AIR SERVICES LTD,KENYA,SILVERSTONE,Silvestone Air Services
SLS,SUPER LEGACY XP LTD,SAN MARINO,POWER BLADE,Super Legacy
SLT,"STARLIGHT AIRLINE STP, S.A.",SAO TOME AND PRINCIPE,STARLIGHT CARGO,Starlight Airline
SLU,AVIO SLUZBA,SERBIA,AVIO SLUZBA,Avio Sluzba
SLV,STELLA AVIATION,MAURITANIA,AVISTELLA,Stella Aviation
SLW,SALAMA AIRLINES NIGERIA LIMITED,NIGERIA,SALMA AIR,Salama Airlines Nigeria
SLX,SETE LINHAS AEREAS LTDA.,BRAZIL,SETE,Sete Linhas Aereas
SLY,SKY LINE FOR AIR SERVICES LTD,SUDAN,SKYCO,Sky Line for Air Services
SLZ,SUPER LUZA,ANGOLA,LUZA,Super Luza
SMA,SMA AIRLINES NIG. LIMITED,NIGERIA,SESAME,SMA Airlines
SMB,SKYMARK EXECUTIVE S.R.L.,SAN MARINO,SKYMARK ELITE,Skymark Executive
SMC,COMLUX SAN MARINO,SAN MARINO,COMLUX,Comlux San Marino
SMD,SMJET S.R.L.,SAN MARINO,SKYMAP,SMJet
SME,SMART AVIATION COMPANY,EGYPT,,Smart Aviation
SMF,SAN MARINO EXECUTIVE AVIATION S.R.L.,SAN MARINO,SERES,San Marino Executive Aviation
SMG,SMARTLINE LUFTFAHRT GMBH,AUSTRIA,SMARTLINE,Smartline
SMH,"SMITHAIR, INC. (ATLANTA, GA)",UNITED STATES,SMITHAIR,Smithair
SMI,"AERO SAMI, S.A. DE C.V.",MEXICO,SAMI,Aero Sami
SMJ,AVIENT AVIATION,ZIMBABWE,AVAVIA,Avient Aviation
SMK,FREEDOM AIRLINE,SOMALIA,FREEDOMSOMALI,Freedom Airline Express
SML,SKYLINE AVIATION SRL,SAN MARINO,SKYLINE,Skyline Aviation
SMM,"SUMMIT AIRLINES (PHILADELPHIA, PA)",UNITED STATES,SUMMIT-AIR,Summit Airlines
SMN,"SIMARGL LTD, AIRCOMPANY",RUSSIAN FEDERATION,SIMAVIA,Simargl Aircompany
SMO,"SERVICIOS AEREOS AUTOMOTRIZ, S.A. DE C.V.",MEXICO,SERVIAUTOMOTRIZ,Servicios Aereos Automotriz
SMP,PRIMA AVIATION S.R.L.,SAN MARINO,PRIMA AVIATION,Prima Aviation
SMQ,SAMAR AIR,TAJIKISTAN,SAMAR AIR,Samar Air
SMR,SOMON AIR,TAJIKISTAN,SOMON AIR,Somon Air
SMS,LINHAS AEREAS SANTOMENSES,SAO TOME AND PRINCIPE,SANTOMENSES,Linhas Aereas Santomenses
SMT,SKYLINE LTD,NIGERIA,SKYLIMIT,Skyline
SMU,"SANBORN MAP COMPANY (COLORADO SPRINGS, CO)",UNITED STATES,SPRINGER,Sanborn Map Company
SMX,SWANTON MORLEY (RAF),UNITED KINGDOM,SWANTON,Swanton Morley
SMY,SMM FLIGHT SERVICES SA DE CV,MEXICO,CABO CACTI,SMM Flight Services
SMZ,RAF SCAMPTON,UNITED KINGDOM,SCAMPTON,RAF Scampton
SNA,"LOGIC PAQ BTD, S.L.R.",DOMINICAN REPUBLIC,CANA,Logic Paq
SNC,"AIR CARGO CARRIERS, INC. (MILWAUKEE, WI)",UNITED STATES,NIGHT CARGO,Air Cargo Carriers
SND,SKYTRADERS PTY LTD,AUSTRALIA,SNOWBIRD,Skytraders
SNF,SUNAIR,ISRAEL,MATZADA,Sunair
SNG,"LONGJIANG AIRLINES CO., LTD",CHINA,SNOW EAGLE,Longjiang Airlines
SNI,SAVANAH AIRLINES LIMITED,NIGERIA,SAVANAHLINE,Savanah Airlines Limited
SNJ,SOLASEED AIR INC.,JAPAN,NEWSKY,Solaseed Air
SNK,"SUN JET INTERNATIONAL, INC. D/B/A SOUTHEAST AIRLINES (LARGO, FL)",UNITED STATES,SUN KING,Sun Jet International
SNL,"SOONAIR LINES, INC. (TULSA, OK)",UNITED STATES,SOONAIR,Soonair Lines
SNM,SERVIZI AEREI SPA,ITALY,SERVIZI AEREI,Servizi Aerei
SNO,"SONI AVIONES, S.A. DE C.V.",MEXICO,SONAVI,Soni Aviones
SNP,"SUN PACIFIC INTERNATIONAL, INC. (TUCSON, AZ)",UNITED STATES,SUN PACIFIC,Sun Pacific International
SNQ,"SUN QUEST EXECUTIVE AIR CHARTER, INC. (PACOIMA, CA)",UNITED STATES,EXECU-QUEST,Sun Quest Executive Air Charter
SNR,SUN AIR CO.,SUDAN,SUN GROUP,Sun Air
SNS,SOCIETE CENTRAFRICAINE DE TRANSPORT AERIEN,CENTRAL AFRICAN REPUBLIC,,Societe Centrafricaine De Transport Aerien
SNT,"SUNCOAST AVIATION, INC.(CLEARWATER, FL)",UNITED STATES,SUNCOAST,Suncoast Aviation
SNU,SNUNIT AVIATION,ISRAEL,,Snunit Aviation
SNV,SUDANESE STATES AVIATION CO. LTD,SUDAN,SUDANESE,Sudanese States Aviation
SNW,"SUN WEST AIRLINES (SCOTTSDALE, AZ)",UNITED STATES,SUN WEST,Sun West Airlines
SNZ,SANSAR AVIATION INTERNATIONAL,CANADA,,Sansar Aviation International
SOA,SOUTHERN AIR CHARTER,BAHAMAS,SOUTH AIRCHARTER,Southern Air Charter
SOB,STABO FREIGHT LIMITED,ZAMBIA,STABO,Stabo Freight
SOC,"SERVIAEREO, S.A. DE C.V.",MEXICO,SERVIAEREO,Serviaereo
SOD,"AEROLINEAS SOL, S.A. DE C.V.",MEXICO,ALSOL,Aerolineas Sol
SOE,"AIR SOLEIL, SOCIETE",MAURITANIA,AIR SOLEIL,Air Soleil
